Complaint Id,Tax ID,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
200504428,915532,Substantiated (Charges),,10/28/2006,No,,,,,,Command Discipline - B
200504430,921774,Substantiated (Command Discipline),,08/28/2006,No,,,,,,Instructions
200504484,923673,Substantiated (Charges),,08/28/2006,No,,,,,,Instructions
200504484,926241,Substantiated (Charges),,08/28/2006,No,,,,,,Instructions
200504484,934265,Substantiated (Charges),,08/28/2006,No,,,,,,Instructions
200504484,934293,Substantiated (Charges),,08/28/2006,No,,,,,,Instructions
200504527,919167,Substantiated (Charges),,06/28/2007,No,,,,,,
200504637,890311,Substantiated (Charges),,06/28/2006,No,,,,,,Instructions
200504637,913316,Substantiated (Charges),,07/28/2006,No,,,,,,Command Discipline - A
200504637,930165,Substantiated (Charges),,06/28/2006,No,,,,,,Instructions
200504637,934706,Substantiated (Charges),,06/28/2006,No,,,,,,Instructions
200504780,932611,Substantiated (Charges),,06/28/2007,No,,,,,,Vacation: 3 days
200504815,899766,Substantiated (Instructions),,04/28/2006,No,,,,,,Instructions
200504815,900053,Substantiated (Instructions),,04/28/2006,No,,,,,,Instructions
200504839,920318,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
200504839,924670,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
200504839,925839,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
200504852,933556,Substantiated (Command Discipline),,07/28/2006,No,,,,,,Instructions
200504854,933913,Substantiated (Instructions),,09/28/2006,No,,,,,,Instructions
200504867,932773,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
200504945,899701,Substantiated (Charges),,08/28/2006,No,,,,,,Command Discipline - A
200504987,929798,Substantiated (Charges),,06/28/2006,No,,,,,,Instructions
200504987,931146,Substantiated (Charges),,06/28/2006,No,,,,,,Instructions
200505014,927061,Substantiated (Charges),,09/28/2006,No,,,,,,Command Discipline - A
200505017,932266,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
200505017,932572,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
200505154,916213,Substantiated (Charges),,03/28/2006,No,,,,,,Instructions
200505154,925558,Substantiated (Charges),,03/28/2006,No,,,,,,Instructions
200505327,901263,Substantiated (Charges),,10/28/2006,No,,,,,,Command Discipline - A
200505404,898441,Substantiated (Instructions),,09/28/2006,No,,,,,,Instructions
200505483,900534,Substantiated (Charges),,10/28/2006,No,,,,,,Instructions
200505491,932926,Substantiated (Command Discipline),,10/28/2006,No,,,,,,Instructions
200505551,911602,Substantiated (Charges),,11/28/2006,No,,,,,,Instructions
200505551,935210,Substantiated (Charges),,11/28/2006,No,,,,,,
200505590,933760,Substantiated (Command Discipline),,08/28/2006,No,,,,,,Instructions
200505590,933782,Substantiated (Command Discipline),,08/28/2006,No,,,,,,Instructions
200505771,914488,Substantiated (Charges),,10/28/2006,No,,,,,,Instructions
200505982,894781,Substantiated (Charges),,09/28/2006,No,,,,,,Command Discipline - A
200505991,916507,Substantiated (Charges),,10/28/2006,No,,,,,,Instructions
200505991,925647,Substantiated (Charges),,10/28/2006,No,,,,,,Instructions
200505992,923232,Substantiated (Charges),,11/28/2006,No,,,,,,
200505992,927171,Substantiated (Charges),,11/28/2006,No,,,,,,Instructions
200506054,892382,Substantiated (Charges),,11/28/2006,No,,,,,,Command Discipline - A
200506067,927135,Substantiated (Charges),,01/28/2008,No,,,,,,
200506095,920400,Substantiated (Command Discipline),,10/28/2006,No,,,,,,Instructions
200506154,933096,Substantiated (Charges),,09/28/2006,No,,,,,,No penalty
200506155,900337,Substantiated (Charges),,05/28/2006,No,,,,,,Instructions
200506155,919583,Substantiated (Charges),,05/28/2006,No,,,,,,Instructions
200506207,931017,Substantiated (Charges),,09/28/2006,No,,,,,,Instructions
200506274,932755,Substantiated (Charges),,11/28/2006,No,,,,,,Instructions
200506274,933378,Substantiated (Charges),,11/28/2006,No,,,,,,Command Discipline - A
200506320,887626,Substantiated (Charges),,01/28/2007,No,,,,,,No penalty
200506359,933181,Substantiated (Charges),,01/28/2007,No,,,,,,No penalty
200506367,932719,Substantiated (Charges),,10/28/2006,No,,,,,,Instructions
200506487,931821,Substantiated (Command Discipline),,04/28/2006,No,,,,,,Instructions
200506488,932234,Substantiated (Charges),,11/28/2007,No,,,,,,
200506488,932431,Substantiated (Charges),,11/28/2007,No,,,,,,
200506587,934115,Substantiated (Command Discipline),,09/28/2006,No,,,,,,Instructions
200506598,902132,Substantiated (Charges),,09/28/2006,No,,,,,,Instructions
200506704,934251,Substantiated (Charges),,10/28/2006,No,,,,,,Command Discipline - A
200506712,900925,Substantiated (Charges),,06/28/2006,No,,,,,,Instructions
200506888,920705,Substantiated (Charges),,06/28/2006,No,,,,,,Instructions
200506888,930082,Substantiated (Charges),,09/28/2006,No,,,,,,Command Discipline - A
200506901,933680,Substantiated (Command Discipline),,09/28/2006,No,,,,,,Instructions
200506912,928777,Substantiated (Charges),,11/28/2006,No,,,,,,Instructions
200506992,913758,Substantiated (Command Discipline),,12/28/2006,No,,,,,,Instructions
200506999,929040,Substantiated (Charges),,03/28/2007,No,,,,,,Vacation: 8 days
200507014,933634,Substantiated (Charges),,05/28/2012,No,,,,,,
200507025,919940,Substantiated (Charges),,11/28/2006,No,,,,,,Instructions
200507025,932397,Substantiated (Charges),,08/28/2008,No,,,,,,
200507325,930529,Substantiated (Charges),,12/28/2006,No,,,,,,Command Discipline - A
200507325,931673,Substantiated (Charges),,12/28/2006,No,,,,,,Command Discipline - A
200507370,889698,Substantiated (Charges),,06/28/2006,No,,,,,,Instructions
200507370,894026,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
200507396,918765,Substantiated (Charges),,11/28/2006,No,,,,,,Instructions
200507419,918538,Substantiated (Charges),,02/28/2006,No,,,,,,Instructions
200507468,904275,Substantiated (Charges),,01/28/2008,No,,,,,,
200507503,932554,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
200507503,934005,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
200507523,907684,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
200507523,927914,Substantiated (Charges),,12/28/2006,No,,,,,,Command Discipline - A
200507749,900054,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
200507801,900265,Substantiated (Charges),,05/28/2008,No,,,,,,Vacation: 30 days
200507926,924238,Substantiated (Instructions),,11/28/2006,No,,,,,,Instructions
200507997,915572,Substantiated (Charges),,12/28/2009,No,,,,,,Command Discipline - B
200508075,925067,Substantiated (Command Discipline),,12/28/2006,No,,,,,,Instructions
200508088,924078,Substantiated (Charges),,07/28/2008,No,,,,,,
200508380,926275,Substantiated (Charges),,11/28/2006,No,,,,,,Instructions
200508380,927178,Substantiated (Charges),,11/28/2006,No,,,,,,Instructions
200508444,899768,Substantiated (Charges),,02/28/2007,No,,,,,,No penalty
200508445,894398,Substantiated (Charges),,03/28/2007,No,,,,,,
200508516,891584,Substantiated (Charges),,11/28/2006,No,,,,,,Instructions
200508522,900183,Substantiated (Charges),,01/28/2007,No,,,,,,No penalty
200508600,933550,Substantiated (Command Discipline),,12/28/2006,No,,,,,,Instructions
200508693,922317,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
200508831,919133,Substantiated (Charges),,12/28/2006,No,,,,,,Command Discipline - B
200508853,932716,Substantiated (Instructions),,01/28/2007,No,,,,,,Instructions
200509006,903990,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200509009,933046,Substantiated (Charges),,01/28/2007,No,,,,,,Command Discipline - A
200509173,886928,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200509214,898139,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200509405,911080,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
200509405,924970,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
200509422,926833,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200509422,930490,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200509422,931625,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200509468,888156,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200509468,930012,Substantiated (Charges),,01/28/2007,No,,,,,,Retired
200509482,906020,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200509501,933304,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200509501,934145,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200509518,924889,Substantiated (Charges),,02/28/2008,No,,,,,,
200509518,925426,Substantiated (Charges),,02/28/2008,No,,,,,,
200509631,930235,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200509687,922937,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200509835,923670,Substantiated (Charges),,12/28/2007,No,,,,,,
200509835,926373,Substantiated (Charges),,12/28/2007,No,,,,,,
200509908,934916,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200509908,935225,Substantiated (Charges),,01/28/2007,No,,,,,,
200509908,936396,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200509959,903617,Substantiated (No Recommendations),,02/28/2007,No,,,,,,Command Discipline - A
200509983,890605,Substantiated (Charges),,06/28/2006,No,,,,,,Command Discipline - A
200510029,874483,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200510071,903990,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200510101,926880,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200510152,916731,Substantiated (Charges),,01/28/2007,No,,,,,,Command Discipline - A
200510155,925433,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200510161,913483,Substantiated (Charges),,04/28/2007,No,,,,,,No penalty
200510161,925293,Substantiated (Charges),,04/28/2007,No,,,,,,No penalty
200510189,900839,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200510189,920190,Substantiated (Charges),,07/28/2008,No,,,,,,Vacation: 10 days
200510189,926640,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200510239,898491,Substantiated (Charges),,04/28/2007,No,,,,,,No penalty
200510356,934100,Substantiated (Charges),,03/28/2008,No,,,,,,
200510359,922530,Substantiated (Instructions),,12/28/2006,No,,,,,,Instructions
200510361,916799,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200510361,920708,Substantiated (Charges),,10/28/2007,No,,,,,,Vacation: 10 days
200510402,929675,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200510488,933626,Substantiated (Charges),,04/28/2007,No,,,,,,No penalty
200510518,892794,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200510525,917163,Substantiated (Charges),,07/28/2008,No,,,,,,Vacation: 30 days / Probation:
200510577,913519,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200510610,916485,Substantiated (Charges),,03/28/2007,No,,,,,,Instructions
200510629,915056,Substantiated (Charges),,03/28/2007,No,,,,,,
200510636,937449,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200510647,917640,Substantiated (Charges),,10/28/2006,No,,,,,,Instructions
200510647,926634,Substantiated (Charges),,10/28/2006,No,,,,,,Instructions
200510651,933401,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200510713,918992,Substantiated (Charges),,03/28/2007,No,,,,,,Instructions
200510737,931972,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200510757,919278,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200510786,888765,Substantiated (Command Discipline),,07/28/2006,No,,,,,,Instructions
200510828,930544,Substantiated (Command Discipline),,10/28/2007,No,,,,,,Instructions
200510952,901847,Substantiated (Charges),,03/28/2007,No,,,,,,No penalty
200510952,918160,Substantiated (Charges),,03/28/2007,No,,,,,,No penalty
200510952,921533,Substantiated (Charges),,03/28/2007,No,,,,,,No penalty
200511002,902126,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200511007,890714,Substantiated (Charges),,08/28/2006,No,,,,,,Instructions
200511132,903132,Substantiated (Command Discipline),,10/28/2006,No,,,,,,Instructions
200511164,934066,Substantiated (Command Discipline),,03/28/2007,No,,,,,,Instructions
200511164,934079,Substantiated (Command Discipline),,03/28/2007,No,,,,,,Instructions
200511174,933953,Substantiated (Command Discipline),,05/28/2007,No,,,,,,Instructions
200511185,917193,Substantiated (Charges),,03/28/2008,No,,,,,,
200511185,928533,Substantiated (Charges),,03/28/2008,No,,,,,,
200511327,891680,Substantiated (Charges),,02/28/2008,No,,,,,,
200511416,920691,Substantiated (Charges),,03/28/2007,No,,,,,,Command Discipline - A
200511416,928567,Substantiated (Charges),,03/28/2007,No,,,,,,Command Discipline - A
200511516,932728,Substantiated (Instructions),,09/28/2006,No,,,,,,Instructions
200511517,932728,Substantiated (Command Discipline),,09/28/2006,No,,,,,,Instructions
200511525,907356,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200511542,894710,Substantiated (Charges),,03/28/2007,No,,,,,,Command Discipline - B
200511589,914329,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200511684,922317,Substantiated (Charges),,06/28/2007,No,,,,,,No penalty
200511684,930497,Substantiated (Charges),,06/28/2007,No,,,,,,No penalty
200511807,929024,Substantiated (Command Discipline),,12/28/2006,No,,,,,,
200511851,906891,Substantiated (Charges),,03/28/2008,No,,,,,,
200511864,913889,Substantiated (Charges),,04/28/2007,No,,,,,,Instructions
200511864,924884,Substantiated (Charges),,04/28/2007,No,,,,,,No penalty
200512046,898255,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200512066,919745,Substantiated (Charges),,10/28/2007,No,,,,,,Command Discipline - A
200512066,925962,Substantiated (Charges),,10/28/2008,No,,,,,,Vacation: 5 days
200512066,927743,Substantiated (Charges),,10/28/2007,No,,,,,,No penalty
200512130,924267,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200512246,881479,Substantiated (Charges),,05/28/2008,No,,,,,,
200512278,891928,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200512285,918714,Substantiated (Command Discipline),,04/28/2007,No,,,,,,Command Discipline - A
200512396,929634,Substantiated (Charges),,04/28/2007,No,,,,,,No penalty
200512451,931998,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200512636,918041,Substantiated (Charges),,06/28/2011,No,,,,,,Vacation: 10 days
200512650,896312,Substantiated (Charges),,04/28/2007,No,,,,,,Command Discipline - A
200512650,906814,Substantiated (Charges),,04/28/2007,No,,,,,,Command Discipline - A
200512671,920521,Substantiated (Charges),,09/28/2008,No,,,,,,Vacation: 10 days
200512762,917402,Substantiated (Charges),,01/28/2009,No,,,,,,Vacation: 8 days
200512782,901639,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200512798,934811,Substantiated (Charges),,07/28/2008,No,,,,,,
200512828,930346,Substantiated (Charges),,02/28/2009,No,,,,,,Vacation: 8 days
200512847,898730,Substantiated (Charges),,04/28/2007,No,,,,,,Command Discipline - A
200512847,920400,Substantiated (Charges),,04/28/2007,No,,,,,,Command Discipline - A
200512899,931353,Substantiated (Charges),,04/28/2007,No,,,,,,Command Discipline - A
200512992,922317,Substantiated (Charges),,03/28/2007,No,,,,,,Command Discipline - A
200512992,930497,Substantiated (Charges),,03/28/2007,No,,,,,,Command Discipline - A
200512998,914406,Substantiated (Charges),,04/28/2007,No,,,,,,No penalty
200513101,937683,Substantiated (Charges),,01/28/2008,No,,,,,,Terminated
200513102,937683,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200513106,898635,Substantiated (Charges),,10/28/2006,No,,,,,,Command Discipline - A
200513183,934394,Substantiated (Charges),,04/28/2007,No,,,,,,No penalty
200513261,891420,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
200513261,902088,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
200513261,918249,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
200513272,897434,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200513277,897130,Substantiated (Charges),,06/28/2008,No,,,,,,No penalty
200513439,904078,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200513481,893468,Substantiated (Instructions),,05/28/2007,No,,,,,,Instructions
200513563,928143,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200513595,914950,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200513652,901390,Substantiated (Charges),,06/28/2007,No,,,,,,
200513700,895651,Substantiated (Charges),,05/28/2007,No,,,,,,No penalty
200513891,899618,Substantiated (Charges),,12/28/2009,No,,,,,,Vacation: 32 days / Probation:
200513891,928138,Substantiated (Charges),,05/28/2007,No,,,,,,Instructions
200513910,906320,Substantiated (Charges),,05/28/2007,No,,,,,,No penalty
200513952,901761,Substantiated (Charges),,05/28/2007,No,,,,,,Instructions
200513958,911488,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200513971,916025,Substantiated (Charges),,05/28/2007,No,,,,,,Command Discipline - A
200513995,929745,Substantiated (Charges),,05/28/2007,No,,,,,,Instructions
200514143,934543,Substantiated (Command Discipline),,11/28/2006,No,,,,,,
200514280,914440,Substantiated (Charges),,04/28/2007,No,,,,,,
200514315,903246,Substantiated (Command Discipline),,06/28/2006,No,,,,,,Instructions
200514360,903795,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200514360,923823,Substantiated (Charges),,01/28/2007,No,,,,,,
200514465,920281,Substantiated (Charges),,05/28/2007,No,,,,,,No penalty
200514465,935151,Substantiated (Charges),,05/28/2007,No,,,,,,No penalty
200514500,892776,Substantiated (Charges),,05/28/2007,No,,,,,,Command Discipline - A
200514500,924377,Substantiated (Charges),,05/28/2007,No,,,,,,Command Discipline - A
200514506,920260,Substantiated (Command Discipline),,05/28/2007,No,,,,,,Instructions
200514556,889880,Substantiated (Charges),,06/28/2007,No,,,,,,
200514582,905242,Substantiated (Charges),,06/28/2007,No,,,,,,No penalty
200514641,918138,Substantiated (Command Discipline),,05/28/2007,No,,,,,,No penalty
200515196,937404,Substantiated (Charges),,06/28/2007,No,,,,,,No penalty
200515240,927855,Substantiated (Charges),,05/28/2007,No,,,,,,Command Discipline - B
200515299,937743,Substantiated (Command Discipline),,06/28/2007,No,,,,,,No penalty
200515363,925406,Substantiated (Charges),,06/28/2007,No,,,,,,Instructions
200515421,930352,Substantiated (Charges),,06/28/2007,No,,,,,,Command Discipline - A
200515475,877266,Substantiated (Charges),,07/28/2006,No,,,,,,Instructions
200515516,932472,Substantiated (Charges),,06/28/2007,No,,,,,,No penalty
200515516,933759,Substantiated (Charges),,06/28/2007,No,,,,,,No penalty
200600015,918887,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200600018,932400,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Command Discipline - A
200600024,918975,Substantiated (Charges),,06/28/2010,No,,,,,,Vacation: 5 days
200600042,913752,Substantiated (Charges),,06/28/2007,No,,,,,,No penalty
200600054,903741,Substantiated (Charges),,10/28/2008,No,,,,,,Command Discipline - A
200600054,923120,Substantiated (Charges),,10/28/2008,No,,,,,,Command Discipline - A
200600094,907050,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200600094,931850,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200600167,900519,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200600167,914501,Substantiated (Charges),,07/28/2007,No,,,,,,Instructions
200600184,931201,Substantiated (Charges),,07/28/2007,No,,,,,,Instructions
200600225,918523,Substantiated (Command Discipline),,01/28/2008,No,,,,,,Instructions
200600234,921317,Substantiated (Charges),,08/28/2007,No,,,,,,Command Discipline - A
200600337,903648,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200600337,926899,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200600389,924163,Substantiated (Charges),,07/28/2007,No,,,,,,Instructions
200600389,925304,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200600429,933046,Substantiated (Charges),,05/28/2007,No,,,,,,No penalty
200600443,894546,Substantiated (Charges),,06/28/2007,No,,,,,,No penalty
200600443,898109,Substantiated (Charges),,06/28/2007,No,,,,,,No penalty
200600466,901614,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200600466,926104,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200600479,900550,Substantiated (Command Discipline),,07/28/2007,No,,,,,,No penalty
200600595,912063,Substantiated (Charges),,12/28/2009,No,,,,,,Vacation: 30 days
200600733,935131,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200600733,937536,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200600866,932391,Substantiated (Charges),,07/28/2007,No,,,,,,Command Discipline - A
200600870,915439,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200600870,931936,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200600952,937263,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200600952,937384,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200601011,904301,Substantiated (Command Discipline),,12/28/2006,No,,,,,,Command Discipline - A
200601128,932400,Substantiated (Charges),,03/28/2007,No,,,,,,No penalty
200601269,906605,Substantiated (Charges),,03/28/2007,No,,,,,,No penalty
200601383,925583,Substantiated (Charges),,07/28/2008,No,,,,,,
200601400,904505,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200601427,910489,Substantiated (Instructions),,08/28/2007,No,,,,,,No penalty
200601432,915742,Substantiated (Charges),,07/28/2007,No,,,,,,Instructions
200601554,928643,Substantiated (Charges),,08/28/2008,No,,,,,,Vacation: 8 days
200601554,929471,Substantiated (Charges),,08/28/2008,No,,,,,,Vacation: 8 days
200601554,931170,Substantiated (Charges),,08/28/2008,No,,,,,,Vacation: 8 days
200601564,926858,Substantiated (Command Discipline),,08/28/2007,No,,,,,,Instructions
200601591,920378,Substantiated (Charges),,08/28/2007,No,,,,,,Command Discipline - A
200601591,927825,Substantiated (Charges),,08/28/2007,No,,,,,,Command Discipline - A
200601591,928969,Substantiated (Charges),,08/28/2007,No,,,,,,Command Discipline - A
200601624,923806,Substantiated (Charges),,08/28/2008,No,,,,,,
200601626,906992,Substantiated (Charges),,08/28/2007,No,,,,,,No penalty
200601626,930637,Substantiated (Charges),,08/28/2007,No,,,,,,No penalty
200601690,921145,Substantiated (Command Discipline),,08/28/2007,No,,,,,,Instructions
200601691,889474,Substantiated (Command Discipline),,08/28/2007,No,,,,,,Command Discipline - A
200601749,915572,Substantiated (Charges),,10/28/2009,No,,,,,,
200601749,921934,Substantiated (Charges),,10/28/2009,No,,,,,,
200601767,903990,Substantiated (Charges),,02/28/2007,No,,,,,,Command Discipline - A
200601934,917193,Substantiated (Charges),,03/28/2007,No,,,,,,Instructions
200601934,921201,Substantiated (Charges),,03/28/2007,No,,,,,,No penalty
200601934,928533,Substantiated (Charges),,03/28/2007,No,,,,,,No penalty
200601959,913609,Substantiated (No Recommendations),,06/28/2008,No,,,,,,
200601989,899037,Substantiated (Charges),,09/28/2008,No,,,,,,
200601997,926642,Substantiated (Command Discipline),,08/28/2007,No,,,,,,Command Discipline - A
200602000,895704,Substantiated (Charges),,08/28/2007,No,,,,,,Instructions
200602010,931194,Substantiated (Charges),,08/28/2007,No,,,,,,Instructions
200602020,914414,Substantiated (Charges),,08/28/2007,No,,,,,,
200602020,933317,Substantiated (Charges),,08/28/2007,No,,,,,,
200602089,906472,Substantiated (Command Discipline),,08/28/2007,No,,,,,,Command Discipline - A
200602089,923791,Substantiated (Command Discipline),,08/28/2007,No,,,,,,Instructions
200602116,897780,Substantiated (Command Discipline),,08/28/2007,No,,,,,,No penalty
200602313,897100,Substantiated (Charges),,08/28/2007,No,,,,,,No penalty
200602394,923634,Substantiated (Charges),,07/28/2007,No,,,,,,No penalty
200602533,928764,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200602594,891444,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200602594,910596,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200602769,934814,Substantiated (Charges),,09/28/2007,No,,,,,,
200602821,902511,Substantiated (Charges),,08/28/2007,No,,,,,,Command Discipline - B
200602910,929296,Substantiated (Charges),,09/28/2007,No,,,,,,Instructions
200602924,935485,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200603050,906464,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200603050,922617,Substantiated (Charges),,01/28/2007,No,,,,,,Instructions
200603066,913607,Substantiated (Command Discipline),,09/28/2007,No,,,,,,No penalty
200603066,913884,Substantiated (Command Discipline),,09/28/2007,No,,,,,,No penalty
200603134,925584,Substantiated (Command Discipline),,12/28/2006,No,,,,,,
200603254,934619,Substantiated (Charges),,08/28/2007,No,,,,,,
200603330,914259,Substantiated (Charges),,09/28/2007,No,,,,,,Command Discipline - B
200603330,926682,Substantiated (Charges),,10/28/2008,No,,,,,,
200603330,927135,Substantiated (Charges),,10/28/2008,No,,,,,,
200603356,930956,Substantiated (Charges),,03/28/2010,No,,,,,,Vacation: 20 days
200603369,933104,Substantiated (Charges),,08/28/2007,No,,,,,,No penalty
200603369,935479,Substantiated (Charges),,08/28/2007,No,,,,,,No penalty
200603369,938071,Substantiated (Charges),,08/28/2007,No,,,,,,No penalty
200603382,897278,Substantiated (Charges),,12/28/2008,No,,,,,,
200603429,916182,Substantiated (Charges),,09/28/2007,No,,,,,,No penalty
200603431,916888,Substantiated (Charges),,09/28/2007,No,,,,,,No penalty
200603532,915431,Substantiated (Charges),,09/28/2007,No,,,,,,No penalty
200603613,898968,Substantiated (Charges),,09/28/2007,No,,,,,,
200603613,905562,Substantiated (Charges),,09/28/2007,No,,,,,,
200603613,917047,Substantiated (Charges),,09/28/2007,No,,,,,,
200603613,921212,Substantiated (Charges),,09/28/2007,No,,,,,,
200603613,927937,Substantiated (Charges),,09/28/2007,No,,,,,,
200603637,906642,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
200603673,903617,Substantiated (Command Discipline),,09/28/2007,No,,,,,,Instructions
200603673,919230,Substantiated (Command Discipline),,09/28/2007,No,,,,,,Instructions
200603673,920663,Substantiated (Command Discipline),,09/28/2007,No,,,,,,No penalty
200603776,903307,Substantiated (Charges),,09/28/2007,No,,,,,,No penalty
200603876,924055,Substantiated (Instructions),,03/28/2007,No,,,,,,
200603977,899199,Substantiated (Charges),,09/28/2007,No,,,,,,No penalty
200604160,894867,Substantiated (Command Discipline),,01/28/2007,No,,,,,,Instructions
200604187,898419,Substantiated (Charges),,09/28/2007,No,,,,,,Instructions
200604236,932866,Substantiated (Command Discipline),,10/28/2007,No,,,,,,No penalty
200604236,934440,Substantiated (Command Discipline),,10/28/2007,No,,,,,,No penalty
200604323,865485,Substantiated (Command Discipline),,10/28/2007,No,,,,,,No penalty
200604445,919945,Substantiated (Charges),,10/28/2007,No,,,,,,Command Discipline - A
200604445,920070,Substantiated (Charges),,10/28/2007,No,,,,,,Command Discipline - A
200604445,929522,Substantiated (Charges),,10/28/2007,No,,,,,,Command Discipline - A
200604461,933631,Substantiated (Charges),,04/28/2008,No,,,,,,Vacation: 30 days
200604488,932364,Substantiated (Charges),,10/28/2007,No,,,,,,No penalty
200604488,934076,Substantiated (Charges),,10/28/2007,No,,,,,,No penalty
200604502,915215,Substantiated (Command Discipline),,10/28/2007,No,,,,,,Command Discipline - A
200604502,924208,Substantiated (Command Discipline),,10/28/2007,No,,,,,,Command Discipline - A
200604502,929480,Substantiated (Command Discipline),,10/28/2007,No,,,,,,Command Discipline - A
